etat_ordinateur,marque_ordinateur,prix_ordinateur,adresse,image_ordinateur
NeufApple,MacBook Air M2 16Go 512Go Scellé Bleu,700 000,Derkle Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9c1638d6ca2c68f674c3ddcb575ee92a/-/horizon-files-prod/ed/picture/qpdm9xkx/1171c89463bed5fc26e60f5f2dd8921c403fcbf3.jpg
VenantDell,Dell 3460 celeron,100 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2f1b9b98ba935cbcecf0c209e6d47d24/-/horizon-files-prod/ed/picture/qzvp0eqk/f42176aa9b5a74f446b3cf8fa1bb54365beaf568.jpg
VenantLenovo,Lenovo IdeaPad 3 GAMER,180 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3ed2929632629e9ae3446998269bae32/-/horizon-files-prod/ed/picture/qenv7409/8f257859a4b716ec4caa3e67d276cfd863e69b91.jpg
VenantLenovo,Lenovo T410 i5 ram 8,110 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/32dfd3b161fb42558ad89ba9cd2adaa1/-/horizon-files-prod/ed/picture/qzv422nd/f2300188fa93ac0a2b497cd0104df88e521cbbc1.jpg
NeufHP,HP Zbook Firefly 16 inch G10 Mobile Workstation,650 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aa13f6ecb9e8604ed1b6fcaf5d1639b6/-/horizon-files-prod/ed/picture/qpdm29zw/4f5d96e59740af68aec444627a6a4834b7ccbaeb.jpg
VenantApple,MACBOOK AIR 13'' | 2014 | i5,115 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7e7ceb3e86d3619a0f157fdf10162f0c/-/horizon-files-prod/ed/picture/q8v52wj4/811fc7b19d23a84bbbf3b901a35fd301c70fe738.jpg
NeufDell,"Dell 14"" Precision 3480 Mobile Workstation",550 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0c98ff38850ad27cc32173ee53324e23/-/horizon-files-prod/ed/picture/q8v4r7vr/19d957957580fbcb5ca1679cae3c2bd1d5554878.jpg
Neuf,MSI Vector 16,1 375 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/149355627c59b11748da756b7a9f2a76/-/horizon-files-prod/ed/picture/q78w6mrm/a1437fed03fe4daf528005de1c8cc28127efc5e9.jpg
NeufHP,HP ELITEBOOK 1030 G2 i5 7th Gen 13.3 Pouce,250 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/250a1cf4cb8cfd017fa3ccc2b8f25235/-/horizon-files-prod/ed/picture/q9m9z4p8/90941e0756f4320ddf7bd4027a98efacffe06e0e.jpg
VenantApple,MacBook Air 2017 Corei7,250 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/002a40d2223d9a313d6dd3fe0d47b774/-/horizon-files-prod/ed/picture/q8v47jq9/795e647df8cfafa2e29a1462b77bb7177ee68699.jpg
VenantLenovo,Lenovo T460 i5 6th ram 8 SLIM,135 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/240ac46e3cf6b05db4e285764d75bfff/-/horizon-files-prod/ed/picture/qdq058m/2805e818b404eb4c1b98d5a6f0af86de4185bc56.jpg
VenantHP,HP PRODESK | CORE i5,75 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fa6350b5fcfc95da783035fb56f7c908/-/horizon-files-prod/ed/picture/qv44n0vg/3ad97f636e99e82f743b9d5959c4701dc2ffd46a.jpg
VenantHP,Hp elitebook 845 G8,250 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ff732a6def7e341b27b73750c95b1008/-/horizon-files-prod/ed/picture/qngpnwmr/00bff7c0f6a763ed638b3025d054312b8a4863b5.jpg
NeufApple,Mac Book Pro M1 ssd 2 Tera Ram 16 Gb,625 000,Cambérène Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7216d6913a1d32ecf551fe053edc17b2/-/horizon-files-prod/ed/picture/qq428vv6/6cb78cd83fd4ce3c34b76a80d40596ed75bb6cfe.jpg
NeufAutre,RAZER BLADE 15 I7/16GO/1TO/RTX3070,800 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb8a14c99211ba3a1b2c8d392de7ff58/-/horizon-files-prod/ed/picture/q56dqk7r/c963c854053ee75aab25a8a9613d59b0e87cf5d6.jpg
NeufApple,Imac 24 pouces M3 16GB 1TB,1 749 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/91c221b9739f7ee7bc4a62a53b808ae9/-/horizon-files-prod/ed/picture/qwez9j95/b3747353deab5f45e41905c9f5cc3b373b47fb4b.jpg
VenantApple,Macbook pro 2020 core i7,400 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/82fb8519df98a89277aeb0b90e34d09e/-/horizon-files-prod/ed/picture/qenv8nrk/725568d5c0f921ea966301667c8babe02d0839b7.jpg
NeufLenovo,Lenovo Thinkpad E16 Gen1 Core i7 13ème Gen,575 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cdb131c62226906bedf172a735c4f841/-/horizon-files-prod/ed/picture/qngpnnek/29056d2c2109826e0a7ad97a07aa943fbc2ab9f8.jpg
D'occasionHP,HP Laptop 15,300 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1c90d1771ad0969da57aec9073de377f/-/horizon-files-prod/ed/picture/qngpkedm/9cb1763637a9d9b80b02b8f879109e567f0cdd79.png
NeufLenovo,Lenovo thinkpad L13 Yoga,240 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0bb76ee83bb82f4ab2108b57d806d8b2/-/horizon-files-prod/ed/picture/qq428pmn/a2b1d79dd1c53b9a3049391207617a7b52199750.jpg
NeufHP,Ho Probook 440 G9 14 pouces,425 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a78143d9d422a3cd9b6c3c9b0ca4023/-/horizon-files-prod/ed/picture/q2j0zpze/72352b8abf4d9b793ecbea8ea19076ee1223301b.jpg
D'occasion,"MSi Léopard Gf66 
240Hz RTX 3070 8Giga",550 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5fec0e39c44d5e8812f2859bb3ba5e2b/-/horizon-files-prod/ed/picture/q9mjxj40/75c6aa4b408c1fa0c367361c06bbd8c4ed6d3857.jpg
NeufHP,Hp mini,100 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/016d4598cbf8b077c81629040bc8b6eb/-/horizon-files-prod/ed/picture/qxjpz904/76e2037b2f237296b8da9b804573284f579b1d53.jpg
NeufHP,GAMER ASUS OU HP NVIDIA RTX 8GB,1 000 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3eb793abef5c502da5cfd1de5374fd7a/-/horizon-files-prod/ed/picture/qzv48xk9/649cdd9ad33fdcf0ea5dafd00cd9e72f0cec4b05.jpg
VenantLenovo,Lenovo thinkpad T 14 gen ram 16 disk 256 amd rysen pro 7,240 000,Hann maristes Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5e1738c8dcc95ff9e003a8366130af41/-/horizon-files-prod/ed/picture/q44nv4pe/fe49948ce956e7fd0aa4b35f4b5a698de79cc7f6.jpg
NeufHP,HP ELITEBOOK 845 G7 PUISSANCE ET ÉLÉGANCE,10,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aa5d31ffe945c0b0e5e1d947b69b9a6c/-/horizon-files-prod/ed/picture/q9mj6m50/f70fa80d3e0edc002c48be27e2993d34f8efe831.jpg
NeufHP,HP DUAL CORE 15 POUCES,199 899,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d0af9a99ffbc2fd37cc70c100e042ecc/-/horizon-files-prod/ed/picture/qgq9w6jk/50297f03df26d1ba5842663591b22b8412fa8a15.jpg
VenantApple,MacBook Pro 2021 M1Pro,680 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/438e7bd585c781e442dcbb9469e616f0/-/horizon-files-prod/ed/picture/qq42x72z/90fefb99a7cfeb366fc074262a58fcd7ede6881b.jpg
VenantDell,DELL Latitude 7290 Cor i7,195 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9c585f8c4e6de5d014c6f59bbe5293c1/-/horizon-files-prod/ed/picture/q78wdrv8/886184a189dfcccc75d9f6ce8c808bad304f8519.jpg
VenantLenovo,Lenovo X1 carbon i5 8th gen SSD 512,139 900,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/abfc2be68095cf99ad134c2efd570d41/-/horizon-files-prod/ed/picture/q78wzm0z/82c39213dbbdb0ee6506b334896b5363669a3cac.jpg
NeufApple,MacBook Air M3 2024,960 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/355eb1a36e6ede7bbe43bb4a8003878e/-/horizon-files-prod/ed/picture/qenvkw76/ca00edac283d2e80410216dfba834de1c1417015.jpg
VenantDell,Promo☄️Dell latitude Corei3 Ram8,100 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4bd10e4757fbf012751817d4c437579/-/horizon-files-prod/ed/picture/q44nvmn2/74e2558f9c6c28ba382a7898736f3486bdb7ba9b.jpg
VenantLenovo,Lenovo T14 12 GEN ICOR 7,375 000,Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2d5575bd4321a1d1a5292d262f67657b/-/horizon-files-prod/ed/picture/qv4wv258/dafeac22f3693c40c1f150a4a3ee4756d126bb31.jpg
NeufLenovo,Ordinateur Lenovo V15-IIL,320 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bfe21b4f1d295ea8f96992f415f1301f/-/horizon-files-prod/ed/picture/qe0qd0k/427fe29c1d857911e0f1abc26a30866a1933f216.jpg
NeufHP,Ecran HP 24f – 23.8 pouces,139 998,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b2667175dd71c0225a79224a7af6f129/-/horizon-files-prod/ed/picture/qx94mk8/48a47aac6b07aabd98069c05d0624baa981b9ba2.jpg
NeufApple,MacBook Pro 14” (2024) – PUCE  M4 Pro 14 Pouces,1 500 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ee452fe194bfe05aeee1386873d1039e/-/horizon-files-prod/ed/picture/qde7qe47/742238fa262206b5305657a79d6b95e43232084f.jpg
NeufHP,Hp EliteBook 840 G6 Corei5 256sse Ram8 8Th Gen,200 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/be94f7a398b73cfc934705b2c4c42d9d/-/horizon-files-prod/ed/picture/qzvp5226/fa3e17f49f9753faabb6139bf7c3f551677bea88.jpg
NeufApple,MacBook Pro 16 pouces M3 MAX 36GB SSD 1TB,2 399 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/54fb0513c79ed66d693af227932a15be/-/horizon-files-prod/ed/picture/q8v4pw0z/58c4e593124bfc9e51fa09a11f283c22f137b672.jpg
VenantApple,MacBook Air M2,500 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/031a89a652614c4296571b087be0e41c/-/horizon-files-prod/ed/picture/qv4wzj88/3f86523afc76e488db1c354e1f0f21ef8b47cc63.jpg
VenantApple,MacBook Pro 13 pouces 2018 Core i7,425 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/940e0a69f9d3b56281054fc3467b1e04/-/horizon-files-prod/ed/picture/qj4qgnmr/04ec9a6aaf3a1fd8c7a50fdf099de103dda94da7.jpg
NeufApple,"MacBook Air M2, 2022, 13 pouces",525 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7938201e1de2c344b79a24ae2808992e/-/horizon-files-prod/ed/picture/qq42rdve/ec7f620ad4496328c5a88539f0fa84b6e146dc96.jpg
Neuf,"Mini Clavier sans Fil 2,4Ghz QWERTY Rii mini i8",7 000,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb440c7d0f2f8dd884d3e8de4200f8d5/-/horizon-files-prod/ed/picture/qkr5d46j/a975e239a2a2bf7827ea0b206b3a86a97de10a9b.jpg
NeufApple,MacBook Pro M1 2021 14 pouces,750 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5fa17245ec91a256d43b235c1ee0f5b2/-/horizon-files-prod/ed/picture/q8v48x77/f83584237326bf6a2259c5cc01e9f53f9c2f5679.jpg
NeufDell,Dell 5440 Treizième génération i7,425 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bd0082740a186398f6ba8da37810aef1/-/horizon-files-prod/ed/picture/qde7q4n7/87f95be1cc831f454bb019c033c907123bcb4206.jpg
NeufApple,iMac 27 pouces i5 64GB SSD 512,1 599 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6f7dd115adfe76ccaee78f2047a42679/-/horizon-files-prod/ed/picture/q78w6d2m/d34603b21eaa6b4a4fb65884135cbc179111c610.png
NeufDell,DELL LATITUDE 7440 I7-13GEN/32GO/1TOSSD/TACTILE,650 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/524d7f789d828ef692842d5cc8896290/-/horizon-files-prod/ed/picture/qenvzedx/24c2d9170fd4a8de97e09690b30d33f51ee4f361.png
NeufApple,MacBook Pro M3PRO 18/512,1 350 000,Nord foire Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8ad6ac10b3189c3bcfe2aad24f598075/-/horizon-files-prod/ed/picture/qv4wv9pk/2e5804ff46c90e4ab09d4e402ef17cc39bf07917.jpg
NeufHP,Hp EliteBook 840 G11 Ultra7 512ssd Ram16 14Th Gen,750 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4eea2d4b7c9385fb0538aff109f9afb5/-/horizon-files-prod/ed/picture/qkr8qjk2/7733ba3a4a24c788fc672e7c358b335c58583051.jpg
NeufApple,MacBook Air M3 2024 (512|24),900 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/33ea3fce0393f99754d2b14b784679a4/-/horizon-files-prod/ed/picture/qj4q0x5z/2191e4274d158aaf6fb0cc5e8ba816f06ed6c9f7.jpg
VenantHP,HP ELITEBOOk 830G5,150 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5805d7e6a979e690ada6f1dd8cc46711/-/horizon-files-prod/ed/picture/qrz8x7ng/6dae70e255d18c22467514b60ef2c870b48b7ff9.jpg
VenantDell,Écrans pc dell 24 pouces full HD,60 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f1b56632b4b63847a84f7812c5adbce9/-/horizon-files-prod/ed/picture/q78wr47q/080a1f86deb01f6d8b2bf92fc65b61d9752ed672.jpg
NeufHP,HP Pavilion 2-in-1 cor i5 de 12th gen,"380 000

400 000

Économisez5%",Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ca17b6ce955acd24fc6ca1bc86496c15/-/horizon-files-prod/ed/picture/qwep9mzp/c3d3014b009bc7dd4990b34b7624560b8ead0811.jpg
NeufASUS,Pc Gaming RTX 4080 Super,2 100 000,Sicap Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b22171cebc781d2cd41e26966742d301/-/horizon-files-prod/ed/picture/qkr8v4rx/25e8e4d21e43ce75c3c9ca4ad2f2e10b7c66661a.jpg
VenantDell,Bureau dell core i5 disk 500go ram 8gb,70 000,Keur Massar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8f7af8430490c0f15b736e11486abcba/-/horizon-files-prod/ed/picture/q44np07z/3f9193383015aff964fd0b693c53213d103b8718.jpg
NeufLenovo,LENOVO L14 gen3 et gen4,380 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c4a638ce0063b4ad1b8205d78b475de7/-/horizon-files-prod/ed/picture/qpdm9zp2/471e0a967395b76418f4414c1fa9a029711d6ae3.jpg
VenantMicrosoft Surface,Microsoft Surface Studio,650 000,Sicap Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d77648a26a49155fa3df0af57aa50dc8/-/horizon-files-prod/ed/picture/q6xd20k4/300f96b36aef18241e02ea14a5d355936af131ed.jpg
NeufHP,Promo☄️hp EliteBook 840 Corei5 256ssd Ram8,200 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/06a10d7ccb429c71fbb8a9852f994e7e/-/horizon-files-prod/ed/picture/qzvp985x/699263e5020711d447a255191f23f7e4a21b2f5b.jpg
NeufApple,Macbook Pro M3 2023 36gb ram,680 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/73af1c47a488effa53769e9f9d0cae9b/-/horizon-files-prod/ed/picture/qwepxz8d/5ca6ef7f11d005de77e64674a7adb4dd0e29e7c2.jpg
VenantApple,iMac Retina 2013 A1418  Core i5 /21.5 pouces,150 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0393e253e98ff1364c0ed511598611c1/-/horizon-files-prod/ed/picture/qq477nwn/e19110052567e78320e152548e06544b1abc1ed2.jpg
NeufLenovo,LENOVO LOQ 2023,850 000,Cité keur gorgui Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/63d495b7a5e51be21bdae5be8aef2352/-/horizon-files-prod/ed/picture/q44nq9ze/2273026a328ded1f654a8ccae50a586e29d99834.jpg
NeufHP,HP PROBOOK 450 G10 CORE I7 13TH 8GB/512GB SSD 15 POUCE,500 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d173cadb4a6ac4a3acc4628d01aa9de9/-/horizon-files-prod/ed/picture/q0g76wmg/93cf04fc8f9a4881819b456a0b191b4e4dab9fdb.jpg
VenantDell,Dell inspiron N5110/core i5/640g/6g,60 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c257f38b86d2791af12760d0ba0d4d37/-/horizon-files-prod/ed/picture/q56xer87/8157a9f91a20aa0f9c6d4c1674c5f160f4e2f175.jpg
NeufLenovo,Lenovo Ideapad 3 RYZEN 5/16GO,500 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2bf60c7ead0ba85dc96d929ce4430f6e/-/horizon-files-prod/ed/picture/qdek86d5/777efe9e9044d61474f61e11128b329c0db2ec44.jpg
NeufApple,MacBook Air M2 (2022) 13.3 pouces,600 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5ced13164f281c81090b03493e85e864/-/horizon-files-prod/ed/picture/q0g7x2wz/4b666903b386a01896d9780b8196781add5d9c15.jpg
VenantDell,Ordinateur Dell optiplex 7010 - i5,50 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/00935a049cbe08d89e377dc2e19fadb5/-/horizon-files-prod/ed/picture/q0g7zwvw/ccf8ab58554f2f5624a9dd2df20b3168194bffd2.jpg
D'occasionHP,Hp elitebook 840 g5,175 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7560ab0ca61c0ade42deb484017e9f0e/-/horizon-files-prod/ed/picture/qq42wwgw/eb3253c670dbb5b3855d3286b5858b1448d27a9f.jpg
VenantAutre,LG Gram 13Z990 - I7 8th | 16GB Ram | 256 - Tactile,310 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f69824a13d35394388b8f857595f6083/-/horizon-files-prod/ed/picture/qde76e70/8a8f3d23c86da90cbdca34de971ff112598dee6b.jpg
Neuf,PC Msi Gaming (2023),1 650 000,Sicap Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8efd95e52ddfcbf35b39766959f1bb6a/-/horizon-files-prod/ed/picture/q6xdnp46/4cf9ee58bf53b5bb9e25ddafc26f7701eeb3a2a3.jpg
VenantMicrosoft Surface,Surface pro 11,690 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b2ff048e7020b5820ee453f806112129/-/horizon-files-prod/ed/picture/q44nv6q4/6937a3ebea226a524aa91e6d7079ceabb1be274d.jpg
NeufAutre,souris sans fil,3 500,Dieuppeul Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bab3e9511e62ec7d52aac81130f089e6/-/horizon-files-prod/ed/picture/q6x60qjg/ef6a5f5f55edfa7e461b2ef5ff2b30b5d765b93f.jpg
NeufApple,MacBook pro m1 1to/16go 2020,650 000,Derkle Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f76e0616e49e7a1c852551f8fb590b12/-/horizon-files-prod/ed/picture/q8v489x6/1d705f66647f1d4b0baec1df20d04e9c28d1c2e0.jpg
NeufHP,HP EliteBook x360 1030 G2 core i5,200 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/42f1a183f1c82939c5d44eacf2824278/-/horizon-files-prod/ed/picture/qzvd7mz9/9295dcd30435642fbceca53f24f9b0d0064298a1.jpg
VenantLenovo,Lenovo L430 i5,125 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0321132f8266cb05614cb4ba63f69404/-/horizon-files-prod/ed/picture/qzgr76x/f3478bee0d7b44c415d161606d7c7f5e39cd4257.jpg
VenantApple,MacBook Pro M2 2022,600 000,Guediawaye Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/290c8dbdc8dac1e248e88767aa276d76/-/horizon-files-prod/ed/picture/qkr829kp/038a3e303119e70ce0de276530e6d28f8ff1b801.jpg
D'occasionHP,Core i3.wifi+19,45 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a09a519cfdc5a894be79de27bb916c8e/-/horizon-files-prod/ed/picture/migrated/qd0dzjj/e6dac729caf02c711281b8e21097e48987feb603.jpg
VenantHP,Dell All In One Optiplex 7450 | i5,200 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/084df69a63ce25f027e935bc7cdfc903/-/horizon-files-prod/ed/picture/qgqwew5m/f4e87bbf156caed705f16b753be1374cadca0961.jpg
NeufDell,DELL Latitude 7440 i7 13th Gen 14 Pouces Écran Tactile,600 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/901ca97607d36b3a07d9682b8af35d41/-/horizon-files-prod/ed/picture/qenv8md4/c4700b37b90925002d0bda5d1877fe95daaab268.jpg
NeufHP,HP ELITEBOOK 840,200 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ee8037c10bc7b37ee9b98bb559fdca7/-/horizon-files-prod/ed/picture/qwepjmv4/74e36cb533b73996003839171208aa982b95d2c1.jpg
VenantApple,MacBook Pro 2015,195 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/31b04d2ce4131cae2660c52d68fe18fa/-/horizon-files-prod/ed/picture/q44nq4mv/603952d331a3d9d2cd30a7c1dbf53b01fb43ffd7.jpg
VenantHP,Hp prodesk i7 22pouces,169 999,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c58296b9d7d4ac41bbe31d2d7a4d6b01/-/horizon-files-prod/ed/picture/q2j08d5q/4bee93256dfecee735f6dc19472be40983f10b68.jpg
VenantHP,ORDINATEUR HP 840 G2,115 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f55b44cd3b9685aeccfc37506e2b6c01/-/horizon-files-prod/ed/picture/qrz8mvd4/7f2688b53651288694ca4e877cf35d631944faa7.jpg
NeufApple,MacBook Pro M2 14 Pouces 2023,950 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0129f31120c52d270989fa0a199c10e5/-/horizon-files-prod/ed/picture/q8v4xwm4/5d1e7498a19e37740415a5ccb99d97031f3b4fbf.jpg
NeufDell,DELL PRÉCISION 7560 2021,600 000,Cité keur gorgui Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/750ec9babeec473a6385ccd48f8413b2/-/horizon-files-prod/ed/picture/q6xd4wp7/0b1e3d3febba5d81a231b31fc5b20386c8e94945.jpg
VenantAutre,LENOVO GAMER OU POSTE DE,395 000,Hlm Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2a985d122c288a2d1e791d2bd0551694/-/horizon-files-prod/ed/picture/q2j09ww8/d331ae7f56982930d601d162187c5c182991204c.jpg
NeufLenovo,Lenovo thinkpad T14 core i7,780 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/72cfe483cc80bc9e8841860883692ffe/-/horizon-files-prod/ed/picture/qj4qwdre/014761c6e06e1569da1f38c1a535c3683f4f8e05.jpg
D'occasionHP,GAMER HP Z420.16GO.GTX1650,300 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d5756349d8198676760eded2101224cc/-/horizon-files-prod/ed/picture/qpr7qwv/13f1c34a02b7b39d6ee7a7f3ebcb0f95746c878e.jpg
NeufLenovo,💻 Lenovo ThinkPad T480 💻 écran tactile,190 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/698a41c3e66ecde714e4d9b297685f3c/-/horizon-files-prod/ed/picture/q78wqj4e/451ffc7710afe2dffc65c5aface1058dead2704f.jpg
Neuf,MSI Katana gaming  i7 16GB SSD 1TB rtx 4050,599 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/32bf2cecd55af552a5c7cd0893b7ebba/-/horizon-files-prod/ed/picture/qkr8qjvw/bb917075f6fe3c7aa36f0e49564a069732e9c82d.png
VenantHP,Hp laptop 15 TACTILE,150 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e0c2d704cab90348c640ba87e7d97fd8/-/horizon-files-prod/ed/picture/qkr8qwew/c33865aea004f05b7d97a8236bfaf8b2f7ab8eb3.jpg
NeufHP,Ordinateur portable hp,420 000,Guediawaye Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/19aa6cd5c4661981f44ff968328d5626/-/horizon-files-prod/ed/picture/q785epgg/6112b281e7f0354952754764dc467374dae92db4.jpg
NeufHP,HP ZBOOK SILVER,450 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/25faf19ee22b23b26aa756641157db1b/-/horizon-files-prod/ed/picture/q9mjx92j/c1a9a66264917487b540b1b2c863c404ee6070fa.jpg
VenantDell,Dell latitude 5400 Core i7,175 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1e98b93ed29f4b403122a83206f2e109/-/horizon-files-prod/ed/picture/qwep02n6/83d1a6489900f2efddc54e1bebf3bed7b094b839.jpg
NeufHP,HP ELITEBOOK,300 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/80e2d9dd522dc28532e26a655899edef/-/horizon-files-prod/ed/picture/qrzvg0mn/5cb13d4291cc855b32fac0aee4b1cb20e6eba170.jpg
NeufAcer,Acer F2897055 12th generation,475 000,Hann maristes Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/48a4ae5e3633a97aa3d316f41e328d37/-/horizon-files-prod/ed/picture/qngpep9w/1d7e72a2d56ea09cd5af9f0c0be044069be9b7b5.jpg
