details,etat,marque,prix,adresse,image_lien
Samsung Galaxie A05,Neuf,Samsung,54 500,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/118e02cd136ace1ddc986cc6d9bd3a81/-/horizon-files-prod/ed/picture/qde7j467/e7dc2d2cfa05642f82e3b4013d19f7d2f097375b.jpg
Samsung Galaxy A06,Neuf,Samsung,69 800,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1b0176afe9785da616b6c89d1104c0ca/-/horizon-files-prod/ed/picture/qj4q7294/34aa49595347a23f467881640e46308a79df360b.jpg
IPhones à vendre,Neuf,iPhone,1,Grand-Dakar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1074964d3d49a368cbfb506f75ea9df1/-/horizon-files-prod/ed/picture/q44nqr8m/04c9aafd5f40f254a993876e39a9af815965a5ca.jpg
Samsung Galaxy S22 venant 128go ram 8go 5g,Neuf,Samsung,190 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6b2ddcb038adc7e40f6afd9682a718bd/-/horizon-files-prod/ed/picture/qv4wdjzk/187a2a8c63dd420ca519d512425120af30007294.jpg
iPhone 16simple 256 descellé pink,Neuf,iPhone,640 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ccf1b110fdf200d34d9e4e4ee42aa114/-/horizon-files-prod/ed/picture/qm5gkgvj/695f5ed064854a5eb4fbd62b794efc9ab9b1cb62.jpg
IPhone 13 Pro 256GB scellé,Neuf,iPhone,385 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/409ba935dd035ad5d81c5b36c5a5461a/-/horizon-files-prod/ed/picture/q2j02072/91756ff3457816b3fb1671f8ab6375e260a4ea09.jpg
IPhone 11 Pro 256GB,Neuf,iPhone,255 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9f8aaedff265ea62995333fbd17be301/-/horizon-files-prod/ed/picture/q8v424m4/14ea85a98faa3cf70908061a0ae3e784b6681cb4.jpg
Nokia c1 16go ram,Neuf,Nokia,39 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/aaf64a4ee021d05cba56069640f600f2/-/horizon-files-prod/ed/picture/qenvmqez/fac76e88d89646fc3a05e0e56205d88914ebdf5f.jpg
16Plus 128Go Scellé Sim physique,Neuf,iPhone,680 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/649d70f9d2a0f3d8841b3d5930bb960b/-/horizon-files-prod/ed/picture/qngpzge0/7293549297cdad2148889d2e5727a927105faacb.jpg
Samsung A06 128gb original,Neuf,Samsung,63 900,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e907e1df9dac3f3ce876be71a1cf328f/-/horizon-files-prod/ed/picture/qngpkxzm/4403d8452697a783475799ae7acb6b9f30afb8da.jpg
Redmi 14c 128g,Neuf,Xiaomi,68 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/320200e382bbc74eeb8f443b62b020f0/-/horizon-files-prod/ed/picture/qde7zk64/ad8d61596a64790c3fa748c96e28b307834180d2.jpg
Samsung galaxie A15 128gb original,Neuf,Samsung,83 900,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/676994e9cf2384201714eab2c579a5aa/-/horizon-files-prod/ed/picture/q2j02q5g/cd6ff166e5f8020fa631212ab550910ba036f562.jpg
Samsung galaxie A15 256gb original,Neuf,Samsung,108 900,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2cf130d673c10864a517718970992b06/-/horizon-files-prod/ed/picture/q78wd5gq/9ddefa172736b8c600aa3c92ff8536ae8e7b7804.jpg
Samsung galaxie A16 128gb original,Neuf,Samsung,89 400,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/21215c52fff72635209dd4c1d25e0548/-/horizon-files-prod/ed/picture/qde7zk24/ca5122a0688ca9dd7046a832025647794e6485a5.jpg
Samsung galaxie A16 256gb original,Neuf,Samsung,119 900,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0e5281160a6e767ddc7637bc23279db7/-/horizon-files-prod/ed/picture/qwep92nd/76da3121dba9e9fdc3b71d44563b1b6d12cbaf7e.jpg
Samsung galaxy A05S neuf 128go,Neuf,Samsung,75 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4d7eed24346f51490e4fa7fefdc2c254/-/horizon-files-prod/ed/picture/qde7jr95/641846d304b20ae259957b541092e0523fdb91bb.jpg
iPhone 16 plus 256go scellé,Neuf,iPhone,800 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ad2897ad42188ebc2b5e0960525d5440/-/horizon-files-prod/ed/picture/q56d24je/8e06d0f762c7a892e71878cffa4002345ebded8d.jpg
iPhone 12/ 128Go / scellé,Neuf,iPhone,310 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/afa6a2559440cda3d967aa6d51e9b41c/-/horizon-files-prod/ed/picture/qzvpq4mg/e19cc53908f685c703e61a58ddca0fe9a6283603.jpg
Redmi 14c 256giga,Neuf,Xiaomi,69 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f9020e42944742b698d3f201612c4037/-/horizon-files-prod/ed/picture/qv4w048k/6adcbf3c24fbb058f8b72e02e31a584226fe1534.jpg
Redmi 13c 256giga,Neuf,Xiaomi,59 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7bfc9aa3b4bccd6ad9833c22e129ef8a/-/horizon-files-prod/ed/picture/qwep9e45/723d7e0c49e27a8fc1573ddd4e1aa6f2714b4a4c.jpg
Xiaomi redmi 13 neuf 256go ram 8go,Neuf,Xiaomi,105 000,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/47ffbd7533d6fedfecfa3c59fd70caaf/-/horizon-files-prod/ed/picture/q44n00mr/a896134d98d4580b5c231f6eaaa54adae9d07dad.jpg
Xiaomi redmi note 13 256GB 8GB ram,Neuf,Xiaomi,135 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/635e932735b0dc35b9e541f2c8eb0ce7/-/horizon-files-prod/ed/picture/qq42vezw/a4561d498851bab4fc05425180400f78d96029ea.jpg
GALAXY SAMSUNG A15 128GB RAM 6GB,Neuf,Samsung,105 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e25b8ecf3248f21fa3b538f66923fc18/-/horizon-files-prod/ed/picture/q56d26r6/21de8eba8bb62399d0a194fc924a6c8c7fd07b41.jpg
15 simple scellé,Neuf,iPhone,585 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ead3c99d8bc18556387d237db22c8be0/-/horizon-files-prod/ed/picture/q56d47n0/8a7688836b74b8d62e5ff42549c9988bc38fb8dc.jpg
15 promax 512 go,Neuf,iPhone,750 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e736446f5b514a3c619adf75242fdf30/-/horizon-files-prod/ed/picture/q56d2w0g/b995cc330f0eececc07c1164602c1d187d98f499.jpg
Samsung galaxy A06 -128 Go – RAM 4 Go – Ecran 6.7″,Neuf,Samsung,64 500,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/15e56efa69afb7cbec44567c654cb524/-/horizon-files-prod/ed/picture/qenvje5k/4aa56de48ef72068fde98808811969b0cb57a750.jpg
13 simple Scellé,Neuf,iPhone,295 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b27186da1696678e69cc5010bd52690b/-/horizon-files-prod/ed/picture/q6xd27m7/f0c9ac51278f906d652a9e326b1284641c84be18.jpg
Tecno POP 9 64go mémoire ram 4go,Neuf,Tecno,55 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5c9a25145af11f9eaa073a43c13da37e/-/horizon-files-prod/ed/picture/q0g7568e/60d44646ae2362b798e293050388a5a5d0d61cf6.jpg
16 plus 256 go SIM Physic,Neuf,iPhone,775 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ecafb88dbe29b07be5305abdb79880e9/-/horizon-files-prod/ed/picture/qde7zrn0/00bd2f941f7caf9c7aaa21900b9df72f8f233bc3.jpg
I PHONE 16 PRO MAX,Neuf,iPhone,975 000,Almadies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/170e70d4e3589c0b33350de3a16e7805/-/horizon-files-prod/ed/picture/q2j02zwk/941e6afd13ad3004ab89dc50e8a9518cd02af677.jpg
iPhone 15simple 128Go,Neuf,iPhone,400 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5780e6a83140557a23d31de1502c8742/-/horizon-files-prod/ed/picture/q8v420m6/204a1cac826a6945a143b85e09436215f90fa6be.jpg
Samsung Z Fold 5 512GB,Neuf,Samsung,660 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d6dbab24a32b6c7a1e9bac428a15c355/-/horizon-files-prod/ed/picture/q6xd27dg/c6fc37a7b3e8478be14cb0bbc459e37d4b729d96.jpg
IPhone 12 Pro Max 256GB,Neuf,iPhone,345 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c64cfa025deb197413add3379ec02e27/-/horizon-files-prod/ed/picture/q56d2wd0/6d3fb74a40498a7c3a259327ced96e2b735fde3f.jpg
Samsung note 20 ultra 256GB,Neuf,Samsung,317 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/172b428d0d980a4f381e5f008f361f3e/-/horizon-files-prod/ed/picture/qj4q7vv4/8c37deb17708870a7944390ffcd8952b2089cb75.jpg
Samsung s24 ultra 512GB scelle,Neuf,Samsung,665 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6ba242ee594d5a15f6eb27a071d06400/-/horizon-files-prod/ed/picture/q8v4xqj7/fc474aa7c33a7563336dbfe5ecfd0772ef31024f.jpg
Tecno Camon 30 256gb 16gb Ram,Neuf,Tecno,133 900,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/d6370a3a1936f7568259c6b29bdd9a10/-/horizon-files-prod/ed/picture/qpdmqkxw/9a7670bc15d5e2e38144bfc93938957b3bf6d0b6.jpg
Redmi 13C 256gb,Neuf,Xiaomi,78 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/1af6b1c1334a4ae9a74d6fa31c62bcbb/-/horizon-files-prod/ed/picture/qgqwj68m/2db9b0fd0d7a09fe5aa37f37484bf26e2af2c129.jpg
Samsung galaxy A15 neuf 128go,Neuf,Samsung,85 000,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/208143b9cf1c09d2e62cd0a3443fad20/-/horizon-files-prod/ed/picture/q44n7w2m/f7e15e841dbc2c09e1f46d7f11b33b7cc6c46ffe.jpg
12 pro 256Go scellé,Neuf,iPhone,320 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b503c33e943409fa1f58dd30803cf0a0/-/horizon-files-prod/ed/picture/qpdmqkdx/fb6f94533f623a092b926686d7394b7dc112b99e.png
iPhone 16promax 256Go,Neuf,iPhone,875 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/962177946e8345b5dea85979df395732/-/horizon-files-prod/ed/picture/qzvp5gvd/d19decef3ff27f613e18e7139a87cc3ccf7103a3.jpg
13-128GB,Neuf,iPhone,300 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb9ff12075db6b21bc479f67223c0425/-/horizon-files-prod/ed/picture/qzvp572x/25071da2d559220ca7f0cf2e1e79b04286f0dfda.jpg
15-128GB,Neuf,iPhone,450 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/37a8f4058bff89bb9ca16f79eaedf3ec/-/horizon-files-prod/ed/picture/qngpnmrv/0b4d9c68114eb2c8247de646be43dfbb236e6252.jpg
Tecno Camon 30S 128gb 12gb Ram,Neuf,Tecno,117 500,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2de766fd014f5d7e7fcc7f2e59785d34/-/horizon-files-prod/ed/picture/qv4w572m/bd985ab1c67de5b008de3c2ea91377cce4caa865.jpg
GALAXY TECNO SPARK 20C 256GB RAM 4GB,Neuf,Tecno,98 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c3074dcf490227003c32888374f4ecca/-/horizon-files-prod/ed/picture/q9mj6ep8/735815bbcb1e1fcbd51112b7b47b5b850c3cc0e2.jpg
Samsung galaxy A05 neuf 128go,Neuf,Samsung,65 000,Parcelles Assainies Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4b18f36e654fe4ea08de0e7db39a963d/-/horizon-files-prod/ed/picture/qpdm0rr2/6d55319ddeaa71608909056752f4aaebd70a87e4.jpg
iPhone 16+ ESIM,Neuf,iPhone,625 000,Ouest foire Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/863a0cee4fc2a7c047f45ee2a4fd87e0/-/horizon-files-prod/ed/picture/qrz84xmm/cd07df704985ae2ed6add987d1fa7ca38f409a7a.jpg
Redmi Xiaomi A3X 64gb original,Neuf,Xiaomi,48 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b7bab1a2abd21d92b6853e33f3e6dadf/-/horizon-files-prod/ed/picture/qngpn6mw/fd784621628a6d7fb0e6daf6027e597e536840ba.jpg
Redmi Xiaomi A3X 128gigas Original,Neuf,Xiaomi,55 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/67e7fc5cfdd97089352f3c67123ea1ac/-/horizon-files-prod/ed/picture/qzvp5mgk/f069a7159e55d984953f91b95fa889e138143225.jpg
iPhone 12,Neuf,iPhone,175 000,Yoff Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6def6dd1d0cee02f787f57534fbf8846/-/horizon-files-prod/ed/picture/q6xdrz64/2448cd360e7cc8f06bc2302310407e20c050b9b8.jpg
16plus 256G,Neuf,iPhone,690 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e18a7d63cdecd2c249f0e2b1a63307c3/-/horizon-files-prod/ed/picture/qv4w582g/6bca2b9f492c9835845afa7f744564f0b0c49bff.jpg
Samsung A06 128Go,Neuf,Samsung,75 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f4ad833e11687a2a85030c9189a12efe/-/horizon-files-prod/ed/picture/q9mj67en/95fc4f912436d5c668ae07f34aaa9f40bfdf5259.jpg
TECNO POP9 COPIE 128G RAM4,Neuf,Tecno,35 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/7aae9ce44702965bb0ded05667429d5b/-/horizon-files-prod/ed/picture/qngpn600/82f2b54ca41c630aa8ea0dd79b3d580d14d1d589.jpg
Tecno spark 20c copie 128g ram,Neuf,Tecno,35 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f84a10dd25444678d1fae707e30b584c/-/horizon-files-prod/ed/picture/qj4qrxnr/0d2b7537d781bd417df8a87edca6390369274305.jpg
CAMON 30 PRO  Copie + AIR POD 128GO,Neuf,Autres,37 500,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/cb131be2ba6a04e21dd92c78babed23d/-/horizon-files-prod/ed/picture/qwep54g4/ea3f224248a9d62972acda3766a8d3e2a69fb03f.jpg
Tecno spark 20c copie 128g ram 4,Neuf,Tecno,35 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b2fe36cce35837e66641952e93f44f77/-/horizon-files-prod/ed/picture/qkr82r7p/0538710a24aa8309388eb96b4dd37ca1a9a0ae87.jpg
TECNO POP8  COPIE 64 RAM 4,Neuf,Tecno,35 000,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6c3ee4f2ce4fd55d4bb6afa387cc38a0/-/horizon-files-prod/ed/picture/qj4q7kp6/3d71db62251b1a39ee248d40c665d4109819f2f7.jpg
iPhone 16 pro max 1tera Scellè,Neuf,iPhone,1 250 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/de4c32ca6556f888788260973d5ba20d/-/horizon-files-prod/ed/picture/qm5g9e2m/a3a4cfb148fa0674305264e3a86bb06b648b084d.jpg
iPhone 16 pro 128 giga scellé,Neuf,iPhone,715 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5a7e19d8d358c06275c394d8fc8475a9/-/horizon-files-prod/ed/picture/qkr8q7z5/1ce4f2fb2e2075d189253e9f3c147149a3f78850.jpg
Vente Asus ZenFone 10,Neuf,Asus,290 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a84a0935cc5ec81f39164e04ba6b7770/-/horizon-files-prod/ed/picture/qkrgjjjx/f48135d22696ed007b886bbeb20506cba7f109ca.jpg
Vente Google Pixel 8a,Neuf,Google,280 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/098f5c5d36878183e00becfc55052c63/-/horizon-files-prod/ed/picture/qrz880k9/30f4093c5da4f943e1ddda7e8ef4e26df8e8967a.jpg
Samsung S24,Neuf,Samsung,325 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ea105fa98d9ba4b39180a86938e1e34a/-/horizon-files-prod/ed/picture/q9mj6qj0/b5c840c1ea0b1d587a3f0f3281380524a7aee81b.jpg
Huawei Mate XT 512 giga Ram16 Scellè,Neuf,Huawei,3 500 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e84c8db52fa542380aa1b6f3f199980f/-/horizon-files-prod/ed/picture/q78wm0eq/3a6838c62b657c7e4306f00ee588d19328c8d69a.jpg
Samsung Galaxy Z Fold6,Neuf,Samsung,855 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0483d310d28846e494541d8d14dcb95c/-/horizon-files-prod/ed/picture/qrz84wv9/577a7d2ca858907a941b26517e5f803fbc33b9e1.jpg
iPhone 16 plus 128 giga,Neuf,iPhone,650 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/831e1270185881cf0f9a0bc2753338cd/-/horizon-files-prod/ed/picture/q9mjderx/605d88113a9d3535acb753ee5745cc0d2e2af46f.jpg
Huawei p30 pro 128go ram8,Neuf,Huawei,129 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a21c62f3a63be5f0f621562e434795c5/-/horizon-files-prod/ed/picture/qkr8qnmw/3eef884ade99a68e156a231b2ce79de899dfc08c.jpg
Promo décembre Samsung A16 128go-256go,Neuf,Samsung,130 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/5782b67abb2b7feb722a311b48c05253/-/horizon-files-prod/ed/picture/qkr8vn7j/e1e8aa7ca50a2443a6f921644c936597e709f29b.jpg
Techno spark30,Neuf,Tecno,70 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4174f8349ac3ed13250e08648b856986/-/horizon-files-prod/ed/picture/qq428x9v/f96f0e267735214d42d98d86868fe67a9340782d.jpg
IPhone 15,Neuf,iPhone,600 000,Point-e Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/9280f721eaabaaa10584248e31f62dcc/-/horizon-files-prod/ed/picture/q0gwdd48/461138dff36a726906c7829007b14cbbcc9c4c69.jpg
Samsung A05 64gigas original,Neuf,Samsung,51 900,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/8706de0dc895faedaed105a802e1074b/-/horizon-files-prod/ed/picture/qkr8vdez/274eec671dfee3afdbcda8d2b0eb6fb5869e91a6.jpg
iPhone 16 Plus 128GB,Neuf,iPhone,620 000,Sicap Sacré-cœur Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f6dc86721685fd72230911bd06459c18/-/horizon-files-prod/ed/picture/q78wrrqe/7c113dd671bdfbd10eb7ab9e0771b855b6c59f45.jpg
Tecno Spark 20,Neuf,Tecno,85 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/776885648b136b8db1f9f4dd25cf021d/-/horizon-files-prod/ed/picture/qngpnkpv/0baf448658b2eab7950694644868f0c4e8387664.jpg
Iphone 14 Plus 128GB,Neuf,iPhone,475 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4f6b1b805bedd3a1761214618c01ed31/-/horizon-files-prod/ed/picture/q4449gv5/8e2c5d7f360c0a8833a5f2aadd98c190e0241ca7.jpg
iphone 16Pro 128Go scelle Sim physique,Neuf,iPhone,680 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/2b09ff9ed9f1f84679991a0588a7f92d/-/horizon-files-prod/ed/picture/qpdmqqrq/d717b46028dfa128371d26974cf728b52d2e5d59.jpg
Xiaomi Redmi 13C,Neuf,Xiaomi,70 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/800a0d196dd7ec1b67e546318dd8f666/-/horizon-files-prod/ed/picture/qenv2275/5942d9767ae97f90e68300a9b5f4a1b49c728f7e.jpg
16 plus 256GB,Neuf,iPhone,790 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/a9650299c6d773bf455d650d4ba07669/-/horizon-files-prod/ed/picture/q2j0ndde/436ae6552defe5e1116ef11095357d3bd576a851.jpg
Honor Magic 7pro,Neuf,Honor,850 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/f0bbfc504e497424f69349cd5e4e872e/-/horizon-files-prod/ed/picture/qenv7076/8ed5e6a463fe01714a456acd5d4e21c45e78736b.jpg
Nokia 3310 original,Neuf,Nokia,29 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/c1c49a8d7713422a04e503745b50eb7a/-/horizon-files-prod/ed/picture/qv4w5xn5/123585e66f4cfcc2f8f38ddf7ba400c0771f1c6c.jpg
Tecno Pop9| 64Go,Neuf,Tecno,52 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0ccf83cfb237c8e7eac2a0abeae348ae/-/horizon-files-prod/ed/picture/qgqwjz60/fd70ce6e8bfd5a3c926d7ce8b3cf9b00655b0e64.jpg
iPhone 14 pro max 256go,Neuf,iPhone,630 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/ae7beba47c7c3200b4db75b1d70a4d52/-/horizon-files-prod/ed/picture/qq42qxxv/0759c8dc3fc6be1ef6ffdb540f94238ea7879ce6.jpg
Google Pixel 9 Pro Fold 256GB,Neuf,Google,1 149 000,Fenêtre mermoz Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/db679ff8a8d8d0087fc4da608a5db48f/-/horizon-files-prod/ed/picture/qenvwzx5/a725a968a6e67f8f2b24a03252057f4e104a7fdd.jpg
Samsung Galaxy A15 5G - 128go  4Go,Neuf,Samsung,85 000,Castor Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/65cf7a16b1e717ad5edbd9346c57603e/-/horizon-files-prod/ed/picture/qxjp62nq/9819a68458bf2358bc3e99760c11ff663ee4f463.jpg
TÉLÉPHONE SAMSUNG A03S 64GB RAM 4GB,Neuf,Samsung,100 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/4bd3933fa966b154421d32e9d28c3ef6/-/horizon-files-prod/ed/picture/qq4286qj/df7d3c411b6612d37c7e24d3e6f75b1e4fca406f.jpg
Samsung Fold 3 256GB 2SIM,Neuf,Samsung,347 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/b4b92cd048c67a41d1ca51e93693beb4/-/horizon-files-prod/ed/picture/q6xd4577/2f82479415231c15ed09c232a4a5021ac088c685.jpg
Huawei Mate x3 512GB,Neuf,Huawei,775 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/e134eda233fa8426b9af31840f53d576/-/horizon-files-prod/ed/picture/q6xd4v07/3fecdd06d9f6dbe6893dbe3e8c964d6266615d4f.jpg
16 pro max 256go - 512go -1000go,Neuf,iPhone,990 000,Médina Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/631c7ae0b46f8ed56c3d4bd613e3dc37/-/horizon-files-prod/ed/picture/q8v4x9j9/124109ba40da5ba7778de9ac31281f9da1f11f35.jpg
Huawei p60 pro 256GB scellé,Neuf,Huawei,475 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/6077c8b237baf1147b7ee5691b376f5e/-/horizon-files-prod/ed/picture/qq4285jw/61ed5ada11f36399a7ea1abc4ae69909dbfe8292.jpg
S20 Ultra,Neuf,Samsung,175 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/048f28d8c4729587ac207a3975241529/-/horizon-files-prod/ed/picture/qngp20xx/e08da12b2abcd376011b72f6f9e4a019072b869f.jpg
Galaxy Note 20 Ultra 128G / Ram 12G,Neuf,Samsung,185 000,Gueule-Tapée Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/96e3741c978c7b5bc417c7cef1afff64/-/horizon-files-prod/ed/picture/q56dvrdr/55368838b62fa56140a89c9250e17886f51bc81c.jpg
Tecno spark 20 neuf 256go ram 8go,Neuf,Tecno,82 000,Patte d‘oie Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/901eaa9c0a48f1ec771a896022b336cf/-/horizon-files-prod/ed/picture/q6xdz886/d2576d1bbc6cfdeb5fcf58c99a9db8b786b42e71.jpg
"Redmi Note 13  RAM : 8GB
ROM : 512GB/128GB",Neuf,Xiaomi,135 000,Keur Massar Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3b77570504f3ef49a714abf00d496b75/-/horizon-files-prod/ed/picture/q9mj6r2p/748d5bc3c2a6f0341ce2d5e02a005ec543cb9bdc.jpg
Vente Google Pixel 9 Pro XL 5G,Neuf,Google,675 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3238222422cbd537a0ed661b3637ed79/-/horizon-files-prod/ed/picture/q9mjd2g7/e958d03ad1f3b87c69328065cc191b0b97fe601f.jpg
iPhone 15 scellé,Neuf,iPhone,520 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/0066967277de9fa47cd052539cb4c17e/-/horizon-files-prod/ed/picture/qgqwm6j8/6d504fe952f1a2c4cc1ffdcae64cbe569202185b.png
iPhone 13 scellé 128go,Neuf,iPhone,350 000,Plateau Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/bcecb870b43142c35a93ad294ca2c34b/-/horizon-files-prod/ed/picture/q9mjkv20/cefae090c02525516e723b9cf5c25d80fc78713d.png
Télévision sony xperia 5,Neuf,Sony,99 900,Colobane Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/fb9048dfc247e40f69cb22573a34e533/-/horizon-files-prod/ed/picture/qpdmqgzq/95a7e2ed666b293c2e0a7a8414e06aac06eed5ac.jpg
Google pixels 9 pro XL 256GB 16GB,Neuf,Google,790 000,Pikine Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/3024dcb63025c3ec1f152cd40fd8e0a2/-/horizon-files-prod/ed/picture/qm5g90xj/8098b9e7469522420f84998ffb932720412d3480.jpg
Fold 4 512giga,Neuf,Samsung,390 000,Hann maristes Dakar,https://i.roamcdn.net/hz/ed/listing-thumb-224w/923ed25e250c1a48bff671f2a12d2cd8/-/horizon-files-prod/ed/picture/qrz84r4x/43313c800d11ff789e73241917d375cb15284366.jpg
